,Report Number,Report Date,Occur Date,Occur Time,Possible Date,Possible Time,Beat,Apartment Office Prefix,Apartment Number,Location,Shift Occurence,Location Type,UCR Literal,IBR Code,Neighborhood,NPU,Latitude,Longitude
135,90020758,2009-01-02,2009-01-02,1220,2009-01-02,1230.0,201.0,,,1135 PEACHTREE BATTLE AVE NW,Day Watch,20,BURGLARY-RESIDENCE,2202,Wesley Battle,C,33.82631,-84.42499999999998
136,90020764,2009-01-02,2009-01-02,0830,2009-01-02,1330.0,404.0,,,1575 ROGERS AVE,Day Watch,20,BURGLARY-RESIDENCE,2202,Westview,T,33.73751,-84.43922
137,90020796,2009-01-02,2008-12-01,1200,2009-01-02,1400.0,614.0,,,516 PONCE DE LEON AVE NE,Day Watch,5,BURGLARY-RESIDENCE,2202,Midtown,E,33.77435,-84.36995
138,90020958,2009-01-02,2009-01-02,1527,2009-01-02,1527.0,612.0,,,724 BROWNWOOD AVE SE,Evening Watch,20,BURGLARY-RESIDENCE,2202,East Atlanta,W,33.73439,-84.34780999999998
139,90020960,2009-01-02,2009-01-02,1030,2009-01-02,1430.0,103.0,,,1810 QUEEN ST NW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Bolton,D,33.81641,-84.44718
140,90020980,2009-01-02,2009-01-02,0730,2009-01-02,1515.0,406.0,,,2300 HIGHVIEW RD SW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Beecher Hills,I,33.72927,-84.46333
141,90021117,2009-01-02,2008-12-20,1000,2009-01-02,1642.0,114.0,,,452 CAMROSE WAY,Evening Watch,20,BURGLARY-RESIDENCE,2202,Fairburn Heights,H,33.76757,-84.50623
142,90021164,2009-01-02,2009-01-01,2100,2009-01-02,1701.0,110.0,,B-14,1220 GUN CLUB RD NW,Evening Watch,26,BURGLARY-RESIDENCE,2202,Almond Park,G,33.78752,-84.45789
143,90021312,2009-01-02,2009-01-02,0800,2009-01-02,1815.0,110.0,,,1633 ABNER TER NW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Carver Hills,G,33.80017,-84.46371
144,90021442,2009-01-02,2008-12-18,0700,2009-01-02,1930.0,605.0,,,744 BERNE ST SE,Evening Watch,20,BURGLARY-RESIDENCE,2202,Grant Park,W,33.7368,-84.36302
145,90021487,2009-01-02,2009-01-02,1200,2009-01-02,1900.0,311.0,,4G,532 CLEVELEAND AVE,Evening Watch,26,BURGLARY-RESIDENCE,2202,Browns Mill Park,Z,33.68111,-84.39373
146,90021504,2009-01-02,2008-12-31,0830,2009-01-02,2000.0,605.0,,,900 MARION AVE SE,Evening Watch,20,BURGLARY-RESIDENCE,2202,Grant Park,W,33.7299,-84.36561
147,90021509,2009-01-02,2009-01-02,2010,2009-01-02,2030.0,611.0,,,378 ASHBURTON AVE SE,Evening Watch,20,BURGLARY-RESIDENCE,2202,East Lake,O,33.74223,-84.29309999999998
148,90021534,2009-01-02,2009-01-02,1815,2009-01-02,2000.0,410.0,,P-5,1991 DELOWE DR SW,Morning Watch,26,BURGLARY-RESIDENCE,2202,Campbellton Road,R,33.70103,-84.45746
149,90021540,2009-01-02,2009-01-02,2020,2009-01-02,2040.0,611.0,,,446 ASHBURTON AVE SE,Evening Watch,20,BURGLARY-RESIDENCE,2202,East Lake,O,33.74036,-84.29314999999998
150,90021577,2009-01-02,2008-12-18,0500,2009-01-02,2045.0,104.0,,215,965 CUNNINGHAM PL SW,Evening Watch,26,BURGLARY-RESIDENCE,2202,Harris Chiles,T,33.74333,-84.41964
151,90021589,2009-01-02,2009-01-02,1830,2009-01-02,2100.0,605.0,,,642 KILLIAN ST SE,Evening Watch,20,BURGLARY-RESIDENCE,2202,Grant Park,W,33.73781,-84.36654
152,90020012,2009-01-02,2009-01-02,0001,2009-01-02,10.0,506.0,,,JAMES P BRAWLEY DR NW / JETT ST NW,Morning Watch,13,AGG ASSAULT,1399,English Avenue,L,33.76733,-84.41258999999998
153,90021632,2009-01-02,2009-01-02,2130,2009-01-02,2130.0,404.0,,,1921 WESTWOOD AVE SW,Evening Watch,20,BURGLARY-RESIDENCE,2202,Westwood Terrace,I,33.73907,-84.45048
154,90021708,2009-01-02,2009-01-02,1600,2009-01-02,2230.0,401.0,,,1247 GREENWICH ST SW,Evening Watch,20,BURGLARY-RESIDENCE,2202,West End,T,33.74406,-84.42848999999998
155,90021820,2009-01-02,2009-01-02,2130,2009-01-02,2230.0,414.0,,,3290 WELLINGTON WALK SW,Morning Watch,20,BURGLARY-RESIDENCE,2202,Princeton Lakes,P,33.66011,-84.51684
156,90021835,2009-01-02,2009-01-02,2000,2009-01-02,2355.0,612.0,,,1582 MCPHERSON AVE SE,Morning Watch,20,BURGLARY-RESIDENCE,2202,East Atlanta,W,33.74416,-84.33591
157,90020070,2009-01-02,2009-01-02,0105,2009-01-02,110.0,404.0,,,731 CASCADE AVE SW,Morning Watch,20,AGG ASSAULT,1315,Westview,T,33.73527,-84.4367
158,90020046,2009-01-02,2009-01-02,0005,2009-01-02,45.0,503.0,,,989 SPRING ST NW,Morning Watch,,AGG ASSAULT,1315K,Midtown,E,33.7817,-84.38894
159,90020750,2009-01-02,2009-01-02,1300,2009-01-02,1320.0,511.0,,,82 PEACHTREE ST,Day Watch,8,AGG ASSAULT,1315K,Downtown,M,33.75241,-84.39174
160,90021500,2009-01-02,2009-01-02,1920,2009-01-02,2000.0,302.0,,,337 FLETCHER ST SW,Evening Watch,13,AGG ASSAULT,1315K,Pittsburgh,V,33.72578,-84.39909
161,90021576,2009-01-02,2009-01-01,0300,,,603.0,,,697 RALPH MCGILL BLVD,Evening Watch,20,AGG ASSAULT,1315K,Old Fourth Ward,M,33.76498,-84.36441
162,90021616,2009-01-02,2009-01-02,2125,2009-01-02,2135.0,410.0,,182,1860 HONEYSUCKLE LN SW,Evening Watch,26,AGG ASSAULT,1314,Campbellton Road,R,33.70676,-84.45353
163,90021437,2009-01-02,2009-01-02,1925,2009-01-02,1930.0,409.0,,,2159 CAMPBELLTON RD SW,Evening Watch,21,ROBBERY-COMMERCIAL,1201,Adams Park,R,33.70577,-84.45958
164,90021690,2009-01-02,2009-01-02,2220,2009-01-02,2225.0,211.0,,,2608 PIEDMONT RD NE,Unknown,21,ROBBERY-COMMERCIAL,1201,Lindbergh/Morosgo,B,33.82595,-84.36772999999998
165,90021154,2009-01-02,2009-01-02,1645,2009-01-02,1700.0,406.0,,,2414 HERRING RD SW,Evening Watch,18,ROBBERY-PEDESTRIAN,1204,Cascade Avenue/Road,S,33.72362,-84.46255999999998
166,90021180,2009-01-02,2008-12-31,1700,2008-12-31,1700.0,307.0,,,1660 JONESBORO RD,Evening Watch,7,ROBBERY-PEDESTRIAN,1204,Lakewood Heights,Y,33.70665,-84.37927
167,90021291,2009-01-02,2009-01-02,1800,2009-01-02,1805.0,304.0,,,207 ORMOND ST SE,Unknown,,ROBBERY-PEDESTRIAN,1204,Peoplestown,V,33.73139,-84.38111
168,90021733,2009-01-02,2009-01-02,1800,2009-01-02,1810.0,303.0,,,656 MCDANIEL ST SW,Evening Watch,13,ROBBERY-PEDESTRIAN,1204,Mechanicsville,V,33.73702,-84.40164
169,90010799,2009-01-02,2009-01-01,0800,2009-01-01,945.0,305.0,,,548 LYNNHAVEN DR SW,Morning Watch,20,AUTO THEFT,2424,South Atlanta,Y,33.71768,-84.38445
170,90020878,2009-01-02,2009-01-02,1440,2009-01-02,1440.0,612.0,,1108,1200 GLENWOOD AVE SE,Evening Watch,26,ROBBERY-RESIDENCE,1209,East Atlanta,W,33.74026,-84.34831
171,90020008,2009-01-02,2009-01-01,1630,2009-01-02,2.0,312.0,,517,2762 VINEYARDS DR SE,Morning Watch,18,AUTO THEFT,2424,Rosedale Heights,Z,33.67957,-84.36996
172,90020439,2009-01-02,2008-12-31,1330,2009-01-01,710.0,301.0,,,510 MELLVIEW AVE SW,Day Watch,18,AUTO THEFT,2424,Capitol View Manor,X,33.71754,-84.40439999999998
173,90020541,2009-01-02,2009-01-02,0300,2009-01-02,1044.0,410.0,,421,2280 CAMPBELLTON RD SW,Day Watch,18,AUTO THEFT,2424,Campbellton Road,R,33.70473,-84.4623
174,90020813,2009-01-02,2009-01-01,2200,2009-01-02,1356.0,505.0,,,835 PIEDMONT AVE NE,Day Watch,13,AUTO THEFT,2424,Midtown,E,33.77762,-84.38059
175,90021210,2009-01-02,2009-01-02,1700,2009-01-02,1720.0,107.0,,,2005 BAKER RD NW,Evening Watch,20,AUTO THEFT,2424,Grove Park,J,33.77027,-84.45261
176,90021348,2009-01-02,2009-01-02,1820,2009-01-02,1840.0,107.0,,,1830 DETROIT AVE NW,Evening Watch,20,AUTO THEFT,2424,Grove Park,J,33.76673,-84.44686
177,90021674,2009-01-02,2009-01-02,1930,2009-01-02,2130.0,411.0,,K14,3200 STONE RD SW,Morning Watch,26,AUTO THEFT,2424A,Greenbriar,R,33.6697,-84.49402999999998
178,90021706,2009-01-02,2009-01-01,1800,2009-01-02,1600.0,303.0,,,I-75SB @ I-20,Evening Watch,13,AUTO THEFT,2424,Mechanicsville,V,33.74497,-84.39036
179,90020165,2009-01-02,2009-01-02,0115,2009-01-02,245.0,301.0,,,752 BROOKLINE ST SW,Morning Watch,20,AUTO THEFT,2404,Adair Park,V,33.72687,-84.41222
180,90020245,2009-01-02,2009-01-01,2330,2009-01-02,527.0,605.0,,,775 MERCER ST SE,Morning Watch,13,AUTO THEFT,2404A,Grant Park,W,33.7352,-84.3621
181,90020406,2009-01-02,2009-01-01,2100,2009-01-02,900.0,104.0,,,1095 FOUNTAIN DR SW,Day Watch,20,AUTO THEFT,2404,Ashview Heights,T,33.75181,-84.42359999999998
182,90020458,2009-01-02,2008-12-31,2000,2009-01-02,1000.0,613.0,,,831 KINGS CT NE;,Unknown,13,AUTO THEFT,2404A,Morningside/Lenox Park,F,33.78844,-84.35989999999998
183,90020524,2009-01-02,2009-01-02,0001,2009-01-02,1031.0,303.0,,3303,500 MCDANIEL ST SW,Day Watch,18,AUTO THEFT,2404,Mechanicsville,V,33.74121,-84.40268
184,90020649,2009-01-02,2009-01-01,2300,2009-01-02,1100.0,614.0,,,886 VEDADO WAY NE,Day Watch,20,AUTO THEFT,2404,Midtown,E,33.77878,-84.37169
185,90020701,2009-01-02,2009-01-01,2300,2009-01-02,200.0,310.0,,,2292 CAREY DR SE,Unknown,,AUTO THEFT,2404A,Lakewood,Z,33.69152,-84.36969999999998
186,90020808,2009-01-02,2008-12-22,1200,2008-12-22,2300.0,304.0,,,I-75  NORTH @ I-20 EAST,Evening Watch,13,AUTO THEFT,2404,Summerhill,V,33.74485,-84.39005
187,90020923,2009-01-02,2008-12-28,1700,2008-12-29,1300.0,303.0,,,FULTON ST SW / PRYOR ST SW,Evening Watch,18,AUTO THEFT,2404,Mechanicsville,V,33.7419,-84.39452
188,90020989,2009-01-02,2009-01-02,1345,2009-01-02,1400.0,212.0,,,2335 CHESHIRE BRIDGE RD NE,Evening Watch,18,AUTO THEFT,2404,Lindridge/Martin Manor,F,33.81889,-84.35136
189,90021099,2009-01-02,2008-12-31,0300,2009-01-02,1630.0,107.0,,,423 ILLINOIS AVE NW,Evening Watch,20,AUTO THEFT,2404,Grove Park,J,33.76674,-84.45153
190,90021475,2009-01-02,2009-01-02,1800,2009-01-02,1800.0,304.0,,211,811 HANK AARON DR SW,Evening Watch,26,AUTO THEFT,2404,Summerhill,V,33.73255,-84.38803
191,90020795,2009-01-02,2008-12-28,1800,2008-12-30,1800.0,613.0,,B-6,1445 MONROE DR NE;,Day Watch,26,LARCENY-NON VEHICLE,2399,Morningside/Lenox Park,F,33.7945,-84.36336
192,90021163,2009-01-02,2009-01-02,1243,2009-01-02,1630.0,206.0,,,111 PEACHTREE BATTLE AVE NW,Unknown,20,LARCENY-NON VEHICLE,2399,Peachtree Heights West,B,33.8213,-84.39105
193,90021346,2009-01-02,2009-01-02,1835,2009-01-02,1840.0,614.0,,,931 MONROE DR NE,Evening Watch,21,LARCENY-NON VEHICLE,2399,Midtown,E,33.77973,-84.36759999999998
194,90021532,2009-01-02,2008-12-31,2200,2009-01-02,1500.0,604.0,APT,P,691 JOHN WESLEY DOBBS AVE NE,Evening Watch,26,LARCENY-NON VEHICLE,2399,Old Fourth Ward,M,33.75934,-84.36476999999998
195,90021621,2009-01-02,2009-01-02,2025,2009-01-02,2035.0,603.0,,,356 BOULEVARD NE,Evening Watch,23,LARCENY-NON VEHICLE,2399,Old Fourth Ward,M,33.76421,-84.37206
196,90021829,2009-01-02,2009-01-02,1000,2009-01-02,2300.0,503.0,,,44 10TH ST NE,Morning Watch,21,LARCENY-NON VEHICLE,2399,Midtown,E,33.78155,-84.38603999999998
197,90021833,2009-01-02,2009-01-02,2230,2009-01-02,2345.0,210.0,,A-8,2657 LENOX RD NE,Morning Watch,26,LARCENY-NON VEHICLE,2399,Pine Hills,B,33.82662,-84.35357999999998
198,83560941,2009-01-02,2008-12-21,0734,2008-12-21,1400.0,506.0,,,471 PAINES ST,Day Watch,20,LARCENY-NON VEHICLE,2399,English Avenue,L,33.76758,-84.41441
199,90020413,2009-01-02,2008-12-31,1500,2009-01-02,730.0,207.0,,425,1819 PEACHTREE RD NE,Day Watch,5,LARCENY-NON VEHICLE,2308,Brookwood Hills,E,33.80377,-84.39311999999998
200,90020537,2009-01-02,2009-01-01,2030,2009-01-01,2040.0,509.0,,,PEACHTREE ST NE / PINE ST NE,Day Watch,99,LARCENY-NON VEHICLE,2308,Downtown,M,33.76744,-84.38538
201,90020717,2009-01-02,2008-09-09,0800,2008-12-26,1600.0,201.0,,423,3160 HOWELL MILL RD,Day Watch,20,LARCENY-NON VEHICLE,2308,,C,33.84055,-84.42855
202,90021391,2009-01-02,2009-01-02,1900,2009-01-02,1900.0,402.0,,,1450 DONNELLY AVE SW,Evening Watch,23,LARCENY-NON VEHICLE,2308,West End,T,33.73772,-84.43479
203,90021179,2009-01-02,2009-01-02,1515,2009-01-02,1700.0,614.0,,,650 PONCE DE LEON AVE NE,Evening Watch,12,LARCENY-NON VEHICLE,2317,Midtown,E,33.77469,-84.36561
204,90020662,2009-01-02,2009-01-02,1130,2009-01-02,1130.0,506.0,,,533 GRIFFIN ST NW,Day Watch,12,ROBBERY-PEDESTRIAN,1205K,English Avenue,L,33.76931,-84.41106999999998
205,90020222,2009-01-02,2009-01-01,2030,2009-01-02,400.0,113.0,APT,524,1620 HOLLYWOOD RD NW,Morning Watch,18,LARCENY-FROM VEHICLE,2304,Scotts Crossing,G,33.79988,-84.47023
206,90020335,2009-01-02,2009-01-01,2000,2009-01-02,800.0,602.0,,,627 BONAVENTURE AVE NE,Day Watch,13,LARCENY-FROM VEHICLE,2304,Poncey-Highland,N,33.77166,-84.36072
207,90020611,2009-01-02,2009-01-01,2200,2009-01-02,1130.0,305.0,,3612,178 MOURY AVE SW;,Day Watch,13,LARCENY-FROM VEHICLE,2304,The Villages at Carver,Y,33.71347,-84.39078999999998
208,90020660,2009-01-02,2009-01-01,0030,2009-01-02,1200.0,506.0,,,611 NORTH AVE NW,Day Watch,18,LARCENY-FROM VEHICLE,2304,English Avenue,L,33.77013,-84.40734999999998
209,90020827,2009-01-02,2009-01-01,1400,2009-01-02,1400.0,308.0,,,960 CONSTITUTION RD,Evening Watch,26,LARCENY-FROM VEHICLE,2304,Norwood Manor,Z,33.69307,-84.35805
210,90020945,2009-01-02,2009-01-02,0100,2009-01-02,1630.0,614.0,,4,767 MONROE DR NE,Evening Watch,13,LARCENY-FROM VEHICLE,2304,Midtown,E,33.77526,-84.3707
211,90021569,2009-01-02,2009-01-02,1730,2009-01-02,2055.0,506.0,,,345 SUNSET AVE NW,Evening Watch,20,LARCENY-FROM VEHICLE,2304,English Avenue,L,33.76396,-84.40989
212,90021631,2009-01-02,2009-01-02,0100,2009-01-02,1900.0,207.0,,A40,1717 CENTRA VILLA DR SW,Morning Watch,18,LARCENY-FROM VEHICLE,2304,,E,33.80983,-84.39306999999998
213,90021822,2009-01-02,2009-01-02,1000,2009-01-02,1000.0,210.0,,,925 CANTERBURY RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,2304,Pine Hills,B,33.82739,-84.35756999999998
214,90020026,2009-01-02,2009-01-02,0020,2009-01-02,21.0,612.0,,,1981 FLAT SHOALS RD SE,Morning Watch,23,LARCENY-NON VEHICLE,2307,East Atlanta,W,33.72602,-84.32324
215,90020496,2009-01-02,2008-08-29,1000,2009-01-02,1000.0,611.0,,,2315 GLENWOOD AVE SE,Day Watch,18,LARCENY-NON VEHICLE,2307,East Lake,O,33.73984,-84.31149
216,90020011,2009-01-02,2009-01-01,2000,2009-01-02,10.0,505.0,,,76 4TH ST NW,Morning Watch,18,LARCENY-FROM VEHICLE,2305,Midtown,E,33.77487,-84.38975
217,90020096,2009-01-02,2009-01-01,2215,2009-01-02,130.0,208.0,,,3365 PIEDMONT RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,2305,North Buckhead,B,33.84709,-84.37295
218,90020199,2009-01-02,2009-01-01,1430,2009-01-02,340.0,212.0,,,2430 CHESHIRE BRIDGE RD NE,Morning Watch,18,LARCENY-FROM VEHICLE,2305,Lindridge/Martin Manor,F,33.82115,-84.35223999999998
219,90020266,2009-01-02,2009-01-02,0559,2009-01-02,559.0,607.0,,,1095 E CONFEDERATE AVE SE,Morning Watch,99,LARCENY-FROM VEHICLE,2305,Woodland Hills,W,33.72438,-84.35183999999998
220,90020295,2009-01-02,2009-01-01,1800,2009-01-02,700.0,508.0,,,15 SIMPSON ST NW,Day Watch,13,LARCENY-FROM VEHICLE,2305,Downtown,M,33.7634,-84.38808
221,90020427,2009-01-02,2009-01-01,2100,2009-01-02,925.0,503.0,,,368 8TH ST NE,Day Watch,13,LARCENY-FROM VEHICLE,2305,Midtown,E,33.7797,-84.37520999999998
222,90020532,2009-01-02,2009-01-02,0300,2009-01-02,500.0,408.0,,,1828 CUMMINGS DR SW,Morning Watch,20,LARCENY-FROM VEHICLE,2305,Venetian Hills,S,33.71696,-84.44760999999998
223,90020577,2009-01-02,2009-01-02,1200,2009-01-02,1200.0,114.0,,,3385 DONALD LEE HOLLOWELL PKY,Day Watch,99,LARCENY-FROM VEHICLE,2305,Atlanta Industrial Park,G,33.79162,-84.49741
224,90020652,2009-01-02,2009-01-02,1145,2009-01-02,1159.0,613.0,,,1544 PIEDMONT AVE NE,Day Watch,18,LARCENY-FROM VEHICLE,2305,Piedmont Heights,F,33.79789,-84.37101
225,90020724,2009-01-02,2008-12-31,2200,2009-01-01,1000.0,505.0,,,880 WEST PEACHTREE STREET,Day Watch,13,LARCENY-FROM VEHICLE,2305,Midtown,E,33.77894,-84.38768
226,90020730,2009-01-02,2009-01-02,0148,2009-01-02,150.0,208.0,,,3398 PIEDMONT RD NE,Day Watch,14,LARCENY-FROM VEHICLE,2305,Buckhead Forest,B,33.84712,-84.37385
227,90020733,2009-01-02,2009-01-02,1315,2009-01-02,1345.0,211.0,,,PIEDMONT RD NE / SIDNEY MARCUS BLVD NE,Unknown,18,LARCENY-FROM VEHICLE,2305,Lindbergh/Morosgo,B,33.82576,-84.36714999999998
228,90020762,2009-01-02,2009-01-01,2300,2009-01-02,1300.0,601.0,,,1014 SAINT CHARLES AVE NE,Day Watch,13,LARCENY-FROM VEHICLE,2305,Virginia Highland,F,33.7755,-84.35415999999998
229,90020804,2009-01-02,2009-01-02,1310,2009-01-02,1350.0,401.0,,,850 OAK ST SW @WEST END MALL,Day Watch,18,LARCENY-FROM VEHICLE,2305,West End,T,33.74053,-84.41670999999998
230,90020851,2009-01-02,2009-01-02,1100,2009-01-02,1422.0,401.0,,,633 EVANS ST SW,Evening Watch,18,LARCENY-FROM VEHICLE,2305,West End,T,33.7376,-84.41593
231,90020907,2009-01-02,2009-01-02,1230,2009-01-02,1330.0,103.0,,,1480 CHATTAHOOCHEE AVE NW,Day Watch,18,LARCENY-FROM VEHICLE,2305,Hills Park,D,33.80809,-84.43609999999998
232,90021019,2009-01-02,2009-01-01,1500,2009-01-01,1630.0,207.0,,,3393 PEACHTREE PARK DR NE,Day Watch,18,LARCENY-FROM VEHICLE,2305,,E,33.8138,-84.38957
233,90021102,2009-01-02,2009-01-02,0900,2009-01-02,1630.0,510.0,,,133 PEACHTREE ST NE,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Downtown,M,33.75757,-84.3867
234,90021128,2009-01-02,2009-01-02,0900,2009-01-02,1700.0,505.0,,,754 W PEACHTREE ST NW,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Midtown,E,33.77524,-84.38742
235,90021139,2009-01-02,2009-01-02,1615,2009-01-02,1640.0,511.0,,,58 ML KING DR,Evening Watch,13,LARCENY-FROM VEHICLE,2305,Downtown,M,33.75079,-84.38987
236,90021157,2009-01-02,2009-01-02,0415,2009-01-02,515.0,202.0,,,135 W WIEUCA RD NW,Morning Watch,31,LARCENY-FROM VEHICLE,2305,Chastain Park,A,33.87583,-84.39199999999998
237,90021325,2009-01-02,2009-01-02,1820,2009-01-02,1830.0,409.0,,,2348 CASCADE RD SW,Evening Watch,3,LARCENY-FROM VEHICLE,2305,Adams Park,R,33.72146,-84.46522
238,90021356,2009-01-02,2009-01-02,1500,2009-01-02,1800.0,210.0,,,3393 PEACHTREE RD NE,Evening Watch,18,LARCENY-FROM VEHICLE,2305,Lenox,B,33.84676,-84.36212
239,90021445,2009-01-02,2009-01-02,1200,2009-01-02,1935.0,503.0,,,MYRTLE ST NE / 10TH ST NE,Evening Watch,13,LARCENY-FROM VEHICLE,2305,Midtown,E,33.78179,-84.37940999999998
240,90021515,2009-01-02,2009-01-02,1920,2009-01-02,2020.0,601.0,,,1102 BRIARCLIFF PL NE;,Evening Watch,13,LARCENY-FROM VEHICLE,2305,Virginia Highland,F,33.7775,-84.35133
241,90021819,2009-01-02,2009-01-02,2240,2009-01-02,2330.0,507.0,,,218 WALKER ST,Morning Watch,13,LARCENY-FROM VEHICLE,2305,Castleberry Hill,M,33.74867,-84.40223
242,90020304,2009-01-02,2009-01-02,0715,2009-01-02,720.0,510.0,,,96 JESSE HILL JR DR SE,Day Watch,13,LARCENY-NON VEHICLE,2302,Downtown,M,33.75196,-84.38267999999998
243,90020298,2009-01-02,2008-12-19,2100,2009-01-02,700.0,507.0,,,190 MARIETTA ST NW,Day Watch,26,LARCENY-NON VEHICLE,2301,Downtown,M,33.75757,-84.39486999999998
244,90021334,2009-01-02,2008-12-30,2145,2008-12-30,2200.0,502.0,,,1073 PIEDMONT AVE NE @PIEDMONT PARK,Day Watch,31,LARCENY-NON VEHICLE,2301,Midtown,E,33.78384,-84.37896999999998
245,90020038,2009-01-02,2009-01-02,0039,2009-01-02,39.0,609.0,,,1225 CAROLINE ST NE,Morning Watch,12,LARCENY-NON VEHICLE,2303,Edgewood,O,33.75605,-84.34813
246,90020345,2009-01-02,2009-01-02,0536,2009-01-02,538.0,607.0,,,1362 BOULEVARD SE,Day Watch,23,LARCENY-NON VEHICLE,2303,Benteen Park,W,33.71744,-84.36817999999998
247,90020870,2009-01-02,2009-01-02,1434,2009-01-02,1434.0,604.0,,,439 HIGHLAND AVE NE,Evening Watch,12,LARCENY-NON VEHICLE,2303,Old Fourth Ward,M,33.76101,-84.37345
248,90020932,2009-01-02,2009-01-02,1513,2009-01-02,1530.0,206.0,,,2900 PEACHTREE RD NW,Evening Watch,12,LARCENY-NON VEHICLE,2303,Peachtree Heights West,B,33.83399,-84.3841
249,90021087,2009-01-02,2009-01-02,1600,2009-01-02,1628.0,401.0,,,683 JOSEPH E LOWERY,Evening Watch,12,LARCENY-NON VEHICLE,2303,West End,T,33.73646,-84.41838
250,90021184,2009-01-02,2009-01-02,1700,2009-01-02,1724.0,401.0,,,855 OAK ST  SW,Evening Watch,7,LARCENY-NON VEHICLE,2303,West End,T,33.74104,-84.41574
251,90021219,2009-01-02,2009-01-02,1700,2009-01-02,1700.0,609.0,,,1217 CAROLINE ST NE,Evening Watch,24,LARCENY-NON VEHICLE,2303,Edgewood,O,33.75786,-84.34874999999998
252,90021374,2009-01-02,2009-01-02,1900,2009-01-02,1900.0,210.0,,,3393 PEACHTREE ROAD,Evening Watch,8,LARCENY-NON VEHICLE,2303,Lenox,B,33.84676,-84.36212
253,90021425,2009-01-02,2009-01-02,1920,2009-01-02,1935.0,610.0,,B,1648 MEMORIAL DR SE,Evening Watch,12,LARCENY-NON VEHICLE,2303,Kirkwood,O,33.74755,-84.33396999999998
254,90021440,2009-01-02,2009-01-02,1900,2009-01-02,2000.0,411.0,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,Evening Watch,8,LARCENY-NON VEHICLE,2303,Greenbriar,R,33.68845,-84.49328
255,90030591,2009-01-03,2009-01-03,1020,2009-01-03,1035.0,511.0,,,12 BROAD ST,Day Watch,9,LARCENY-NON VEHICLE,2303,Downtown,M,33.7532,-84.39201
256,90030611,2009-01-03,2009-01-03,1035,2009-01-03,1035.0,210.0,,,3393 PEACHTREE RD NE,Day Watch,8,LARCENY-NON VEHICLE,2303,Lenox,B,33.84676,-84.36212
257,90030859,2009-01-03,2009-01-03,1315,2009-01-03,1400.0,204.0,,,1801 HOWELL MILL RD NW,Day Watch,24,LARCENY-NON VEHICLE,2303,Berkeley Park,D,33.80448,-84.41348
258,90030977,2009-01-03,2009-01-03,1510,2009-01-03,1520.0,602.0,,,1133 EUCLID AVE NE,Evening Watch,13,LARCENY-NON VEHICLE,2303,Inman Park,N,33.76451,-84.34999999999998
259,90030999,2009-01-03,2009-01-03,1530,2009-01-03,1535.0,511.0,,,12 BROAD ST SW,Evening Watch,24,LARCENY-NON VEHICLE,2303,Downtown,M,33.7532,-84.39201
260,90031062,2009-01-03,2009-01-03,1600,2009-01-03,1608.0,401.0,,,683 JOSEPH E LOWERY BLVD SW,Evening Watch,12,LARCENY-NON VEHICLE,2303,West End,T,33.73646,-84.41838
261,90031073,2009-01-03,2009-01-03,1555,2009-01-03,1610.0,210.0,,,3637 PEACHTREE RD NE,Evening Watch,99,LARCENY-NON VEHICLE,2303,Lenox,B,33.85325,-84.35832
262,90031121,2009-01-03,2009-01-03,1635,2009-01-03,1640.0,414.0,,,3730 CARMIA DR SW,Evening Watch,12,LARCENY-NON VEHICLE,2303,Princeton Lakes,P,33.65573,-84.5109
263,90031186,2009-01-03,2009-01-03,1800,2009-01-03,1800.0,210.0,,,3393 PEACHTREE ROAD,Evening Watch,8,LARCENY-NON VEHICLE,2303,Lenox,B,33.84676,-84.36212
264,90031207,2009-01-03,2009-01-03,1700,2009-01-03,1715.0,204.0,,100,1801 HOWELL MILL RD NW,Evening Watch,8,LARCENY-NON VEHICLE,2303,Berkeley Park,D,33.80448,-84.41348
265,90031374,2009-01-03,2009-01-03,1830,2009-01-03,1850.0,201.0,,,2567 BOLTON RD NW,Evening Watch,8,LARCENY-NON VEHICLE,2303,,C,33.82041,-84.45068
266,90031438,2009-01-03,2009-01-03,1600,2009-01-03,1630.0,607.0,,,1334 BOULEVARD SE,Evening Watch,24,LARCENY-NON VEHICLE,2303,Benteen Park,W,33.71874,-84.36840999999998
267,90030636,2009-01-03,2009-01-03,1045,2009-01-03,1050.0,411.0,,,3011 HEADLAND DR SW,Day Watch,2,LARCENY-NON VEHICLE,2301,Greenbriar,R,33.68984,-84.48675
268,90010803,2009-01-03,2009-01-01,1045,2009-01-01,1123.0,102.0,,,825 MARTIN LKING DR,Day Watch,7,LARCENY-NON VEHICLE,2303,Vine City,L,33.75479,-84.41467
269,90030059,2009-01-03,2009-01-02,2100,2009-01-03,0.0,612.0,,,1539 MARBUT AVE SE,Morning Watch,20,LARCENY-FROM VEHICLE,2305,East Atlanta,W,33.74304,-84.33728999999998
